LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,BsmtFinType1,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,YrSold,SalePrice
,12122,IR1,Corner,NAmes,1Fam,SFoyer,7,9,1961,2007,CemntBd,CBlock,ALQ,944,999,1,0,3,Ex,6,0,Attchd,2,2008,178400
98,12203,IR1,Corner,NoRidge,1Fam,2Story,8,5,1998,1999,VinylSd,PConc,GLQ,1225,2612,2,1,4,Gd,8,1,Attchd,3,2009,336000
43,3182,Reg,Inside,Blmngtn,1Fam,1Story,7,5,2007,2007,VinylSd,PConc,Unf,1266,1266,2,0,2,Gd,6,1,Attchd,2,2008,159895
,11250,Reg,Corner,CollgCr,1Fam,2Story,8,5,2002,2002,CemntBd,PConc,Unf,1128,2290,2,1,4,Gd,9,1,Attchd,2,2008,255900
75,10125,Reg,Inside,Mitchel,Duplex,1.5Fin,5,5,1977,1977,Plywood,CBlock,NA,0,1734,2,0,4,Gd,8,0,Attchd,2,2009,126000
68,10880,Reg,Inside,Edwards,2fmCon,1Story,5,5,1950,1950,MetalSd,CBlock,ALQ,1164,1164,1,0,3,TA,5,0,Detchd,1,2008,125000
59,5310,Reg,Corner,OldTown,1Fam,1.5Fin,6,8,1910,2003,VinylSd,CBlock,Unf,485,1635,1,0,2,Gd,5,0,Attchd,1,2006,117000
83,10159,IR1,Inside,NridgHt,1Fam,1Story,9,5,2009,2010,VinylSd,PConc,GLQ,1930,1940,2,1,3,Ex,8,1,Attchd,3,2010,395192
,12046,IR1,Inside,NWAmes,1Fam,2Story,6,6,1976,1976,Plywood,CBlock,LwQ,848,2030,2,1,4,Gd,8,1,Attchd,2,2007,195000
65,8125,Reg,Inside,Somerst,1Fam,2Story,7,5,2006,2006,VinylSd,PConc,Unf,770,1576,2,1,3,Gd,6,0,Attchd,2,2006,197000
82,9452,Reg,Inside,NoRidge,1Fam,2Story,8,5,1997,1998,VinylSd,PConc,GLQ,1396,2392,2,1,3,Gd,7,1,Attchd,3,2006,348000
121,17671,Reg,Corner,OldTown,1Fam,2Story,8,9,1882,1986,Wd Sdng,BrkTil,BLQ,916,1742,1,1,4,Gd,8,1,Attchd,2,2009,168000
80,9760,Reg,Inside,NAmes,1Fam,2Story,6,8,1964,1993,Wd Sdng,CBlock,BLQ,822,1851,2,1,3,Gd,7,1,Attchd,2,2007,187000
68,8846,Reg,Inside,CollgCr,1Fam,2Story,6,5,2005,2006,VinylSd,PConc,Unf,750,1500,2,1,3,Gd,6,0,Attchd,2,2006,173900
96,12456,Reg,FR2,NridgHt,1Fam,1Story,10,5,2006,2007,CemntBd,PConc,GLQ,1700,1718,2,0,3,Ex,7,1,Attchd,3,2009,337500
51,4712,IR1,Inside,BrkSide,1Fam,1.5Fin,4,7,1946,1950,MetalSd,CBlock,ALQ,747,1230,1,1,3,TA,5,0,Detchd,1,2006,121600
,10659,IR1,Inside,NAmes,1Fam,1Story,5,6,1961,1961,Wd Sdng,CBlock,Rec,1050,1050,1,0,3,TA,6,0,Attchd,1,2006,136500
,11717,IR1,Inside,NWAmes,1Fam,1Story,6,6,1970,1970,HdBoard,CBlock,Unf,1442,1442,2,0,2,TA,6,1,Attchd,2,2009,185000
60,9786,Reg,Inside,IDOTRR,1Fam,1Story,3,4,1922,1950,Wd Sdng,BrkTil,Unf,1007,1077,1,0,3,TA,6,1,Detchd,1,2006,91000
64,6762,Reg,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,VinylSd,PConc,GLQ,1187,1208,2,0,2,Gd,6,0,Attchd,2,2010,206000
74,10206,Reg,Corner,Edwards,1Fam,1Story,3,3,1952,1952,BrkComm,Slab,NA,0,944,1,0,2,Fa,4,0,Detchd,2,2009,82000
60,5400,Reg,Corner,OldTown,1Fam,1Story,5,6,1920,1950,Wd Sdng,BrkTil,Unf,691,691,1,0,2,Ex,4,0,Detchd,1,2007,86000
75,11957,IR1,Inside,Somerst,1Fam,1Story,8,5,2006,2006,VinylSd,PConc,GLQ,1574,1574,2,0,3,Gd,7,1,Attchd,3,2008,232000
,11500,IR1,Corner,NWAmes,Duplex,1Story,5,6,1976,1976,VinylSd,CBlock,Unf,1680,1680,2,0,4,TA,8,0,Detchd,2,2007,136905
43,3182,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,2006,VinylSd,PConc,GLQ,1346,1504,2,0,1,Gd,7,1,Attchd,2,2009,181000
65,8385,Reg,Inside,CollgCr,1Fam,SLvl,5,8,1977,1977,HdBoard,CBlock,GLQ,985,985,2,0,3,TA,6,0,Attchd,1,2008,149900
,12155,IR3,Inside,NAmes,1Fam,1Story,6,3,1970,1970,Plywood,CBlock,LwQ,1657,1657,2,0,3,TA,7,1,Attchd,2,2007,163500
21,2217,Reg,Inside,MeadowV,TwnhsE,2Story,4,4,1970,1970,CemntBd,CBlock,BLQ,546,1092,1,1,3,TA,6,0,Attchd,1,2009,88000
43,12118,IR1,CulDSac,Mitchel,1Fam,1Story,7,5,2004,2005,VinylSd,PConc,Unf,1710,1710,2,0,3,Gd,7,1,Attchd,2,2009,240000
60,6000,Reg,Inside,SWISU,1Fam,1.5Fin,5,5,1926,1950,Wd Sdng,BrkTil,Unf,1008,1522,2,0,4,TA,7,0,NA,0,2006,102000
115,21286,Reg,Inside,Sawyer,1Fam,1.5Fin,5,5,1948,1950,Wd Sdng,CBlock,Unf,720,1271,2,0,4,TA,7,1,Attchd,1,2008,135000
75,9825,Reg,Inside,Edwards,Duplex,1Story,5,5,1965,1965,AsphShn,CBlock,NA,0,1664,2,0,4,TA,8,0,NA,0,2010,100000
55,10592,Reg,Inside,Crawfor,1Fam,2Story,6,7,1923,1996,Wd Sdng,PConc,Unf,602,1502,1,1,3,Gd,7,2,Detchd,1,2007,165000
60,7200,Reg,Inside,OldTown,1Fam,1Story,5,4,1910,2006,MetalSd,BrkTil,ALQ,1022,1022,1,0,2,TA,4,0,Detchd,1,2009,85000
60,11664,Reg,Inside,NAmes,1Fam,1Story,6,5,1948,1950,MetalSd,CBlock,BLQ,1082,1082,1,0,2,TA,5,1,Detchd,1,2007,119200
70,8400,Reg,Inside,NWAmes,1Fam,2Story,8,6,2001,2001,VinylSd,PConc,GLQ,810,1665,2,1,3,Gd,6,0,Attchd,2,2009,227000
73,11883,Reg,Inside,CollgCr,1Fam,1Story,7,5,1996,1996,VinylSd,PConc,GLQ,1504,1504,2,0,3,Gd,6,1,Attchd,2,2009,203000
,5814,IR1,CulDSac,StoneBr,TwnhsE,1Story,8,5,1984,1984,HdBoard,CBlock,GLQ,1220,1360,1,0,1,Gd,4,1,Attchd,2,2009,187500
,10784,IR1,FR2,Gilbert,1Fam,SLvl,7,5,1991,1992,HdBoard,PConc,Unf,384,1472,2,1,3,Gd,7,1,Attchd,2,2007,160000
43,3013,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,2005,VinylSd,PConc,GLQ,1362,1506,2,0,2,Gd,6,1,Attchd,2,2006,213490
60,7024,Reg,Inside,Edwards,1Fam,1Story,4,5,2005,2005,VinylSd,PConc,GLQ,1132,1132,1,1,2,Gd,5,0,Attchd,2,2008,176000
64,7406,Reg,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,VinylSd,PConc,GLQ,1199,1220,2,0,2,Gd,6,0,Attchd,2,2006,194000
52,9439,Reg,Inside,OldTown,1Fam,1.5Fin,5,5,1930,1950,Wd Sdng,CBlock,LwQ,912,1248,1,0,2,TA,6,0,Detchd,1,2007,87000
43,3182,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,2006,VinylSd,PConc,GLQ,1346,1504,2,0,2,Gd,7,1,Attchd,2,2008,191000
,15498,IR1,Corner,Timber,1Fam,1Story,8,6,1976,1976,Stone,CBlock,ALQ,1565,2898,2,0,2,Gd,10,1,Attchd,2,2008,287000
70,7700,Reg,Corner,CollgCr,1Fam,1Story,5,5,1972,1972,VinylSd,CBlock,LwQ,882,882,1,0,3,TA,5,0,Detchd,2,2007,112500
73,9300,Reg,Inside,NAmes,1Fam,1Story,5,5,1960,1960,MetalSd,CBlock,Rec,1268,1264,1,0,3,TA,6,2,Attchd,2,2010,167500
71,9520,IR1,Inside,Timber,1Fam,1Story,8,5,2007,2008,VinylSd,PConc,GLQ,1638,1646,2,0,3,Gd,7,1,Attchd,3,2008,293077
21,1680,Reg,Inside,BrDale,Twnhs,2Story,6,7,1972,1972,HdBoard,CBlock,BLQ,672,1218,1,1,3,TA,7,0,Detchd,1,2006,118000
,7082,Reg,Inside,SWISU,2fmCon,2Story,5,8,1916,1995,VinylSd,PConc,Unf,686,1928,2,0,5,TA,10,0,NA,0,2006,160000
102,15863,Reg,Corner,SWISU,1Fam,2.5Fin,7,3,1920,1970,Wd Sdng,BrkTil,GLQ,824,3082,2,1,5,TA,12,2,Basment,2,2009,197000
,14541,IR1,Corner,NoRidge,1Fam,2Story,8,7,1993,1993,MetalSd,PConc,GLQ,1338,2520,2,1,5,Gd,10,1,Attchd,3,2006,310000
,8125,Reg,Inside,CollgCr,1Fam,1Story,7,5,2002,2002,VinylSd,PConc,GLQ,1654,1654,2,0,3,Gd,6,0,Attchd,3,2006,230000
50,6305,Reg,Inside,Crawfor,1Fam,1Story,5,7,1938,1950,MetalSd,PConc,Unf,920,954,1,0,2,Fa,5,1,Basment,1,2007,119750
,11500,IR1,CulDSac,Edwards,1Fam,1Story,4,3,1957,1957,Wd Sdng,Slab,NA,0,845,1,0,3,TA,5,0,Detchd,1,2009,84000
89,12898,IR1,Inside,Timber,1Fam,1Story,9,5,2007,2008,VinylSd,PConc,GLQ,1620,1620,2,0,2,Ex,6,1,Attchd,3,2009,315500
,9240,Reg,Inside,CollgCr,1Fam,2Story,8,5,2001,2002,VinylSd,PConc,Unf,1055,2263,2,1,3,Gd,7,1,BuiltIn,2,2008,287000
21,1533,Reg,Inside,MeadowV,Twnhs,2Story,4,6,1970,2008,CemntBd,CBlock,Unf,546,1344,1,1,3,TA,6,1,NA,0,2009,97000
21,1477,Reg,Inside,MeadowV,TwnhsE,SFoyer,4,4,1970,1970,CemntBd,CBlock,GLQ,630,630,1,0,1,TA,3,0,Attchd,1,2009,80000
88,13125,Reg,Corner,Sawyer,1Fam,1Story,5,4,1957,2000,Wd Sdng,CBlock,Rec,1134,1803,2,0,3,TA,8,1,Attchd,2,2006,155000
,9130,Reg,Inside,NWAmes,1Fam,2Story,6,8,1966,2000,HdBoard,CBlock,GLQ,800,1632,1,1,4,Gd,7,0,Attchd,2,2008,173000
34,5381,IR1,Inside,NridgHt,Twnhs,1Story,6,5,2005,2005,VinylSd,PConc,ALQ,1306,1306,2,0,1,Gd,5,1,Attchd,2,2009,196000
86,11839,Reg,Inside,SawyerW,1Fam,2Story,7,5,1990,1990,HdBoard,PConc,GLQ,1475,2329,2,1,4,Gd,10,1,Attchd,2,2008,262280
80,9600,Reg,Inside,NWAmes,1Fam,1Story,8,5,1981,1981,BrkFace,PConc,ALQ,2524,2524,2,1,4,Gd,9,1,Attchd,2,2009,278000
,13680,IR1,CulDSac,Edwards,1Fam,1Story,3,5,1955,1955,BrkFace,Slab,NA,0,1733,2,0,4,TA,8,1,Attchd,2,2009,139600
85,16056,IR1,Inside,StoneBr,1Fam,2Story,9,5,2005,2006,CemntBd,PConc,GLQ,1992,2868,3,1,4,Ex,11,1,BuiltIn,3,2006,556581
57,9245,IR2,Inside,CollgCr,1Fam,1Story,5,5,1994,1995,VinylSd,PConc,GLQ,990,990,1,0,3,TA,5,0,Detchd,2,2008,145000
100,21750,Reg,Inside,Mitchel,1Fam,1Story,5,4,1960,2006,HdBoard,Slab,NA,0,1771,1,0,3,TA,9,1,Attchd,2,2009,115000
60,11100,Reg,Inside,Edwards,1Fam,1Story,4,7,1946,2006,MetalSd,CBlock,NA,0,930,1,0,2,Gd,6,0,Detchd,1,2010,84900
73,8993,IR1,Inside,Gilbert,1Fam,1Story,7,5,2007,2007,VinylSd,PConc,Unf,1302,1302,2,0,3,Gd,6,0,Attchd,2,2007,176485
103,11175,IR1,Corner,CollgCr,1Fam,1Story,7,5,2007,2007,VinylSd,PConc,Unf,1316,1316,2,0,3,Gd,6,1,Attchd,2,2007,200141
100,9500,Reg,Corner,NAmes,1Fam,2Story,6,6,1964,1978,VinylSd,CBlock,Rec,816,1977,1,1,4,TA,9,1,Attchd,2,2007,165000
68,8562,Reg,Inside,Edwards,1Fam,1Story,5,6,1957,2002,HdBoard,CBlock,Rec,1216,1526,1,0,4,TA,7,1,Basment,1,2010,144500
90,11367,Reg,Corner,CollgCr,1Fam,2Story,8,5,2002,2002,VinylSd,PConc,GLQ,1065,1989,2,1,3,Gd,7,1,Attchd,2,2006,255000
104,11361,Reg,Inside,NWAmes,1Fam,1Story,6,5,1976,1976,Plywood,CBlock,ALQ,1193,1523,2,0,3,TA,7,1,Attchd,2,2008,180000
43,7052,IR1,Inside,NridgHt,TwnhsE,1Story,7,5,2005,2005,VinylSd,PConc,GLQ,1364,1364,2,0,2,Gd,6,1,Attchd,2,2006,185850
,29959,IR2,FR2,NoRidge,1Fam,2Story,7,6,1994,1994,HdBoard,PConc,GLQ,973,1850,2,1,3,Gd,7,1,BuiltIn,2,2009,248000
96,11308,IR1,Inside,NridgHt,1Fam,2Story,9,5,2008,2008,VinylSd,PConc,GLQ,1104,2184,2,1,3,Ex,10,1,Attchd,3,2009,335000
,11275,IR1,Corner,Crawfor,1Fam,1.5Fin,6,7,1932,1950,MetalSd,CBlock,Rec,854,1991,1,1,3,TA,7,1,Detchd,2,2007,220000
41,4920,Reg,Inside,StoneBr,TwnhsE,1Story,8,5,2001,2001,CemntBd,PConc,GLQ,1338,1338,2,0,2,Gd,6,0,Attchd,2,2010,213500
120,18000,Reg,Inside,IDOTRR,1Fam,1Story,3,4,1935,1950,MetalSd,CBlock,Unf,894,894,1,0,2,TA,6,0,Detchd,3,2008,81000
85,13600,Reg,Inside,OldTown,2fmCon,2Story,5,5,1900,1950,Wd Sdng,BrkTil,Unf,662,2337,2,0,5,TA,10,0,Detchd,2,2007,90000
50,6000,Reg,Inside,OldTown,1Fam,1Story,6,6,1925,1980,MetalSd,BrkTil,BLQ,1103,1103,1,0,2,Gd,5,1,Detchd,2,2006,110500
,11000,IR1,CulDSac,NAmes,1Fam,1Story,5,6,1966,1966,Plywood,CBlock,BLQ,1154,1154,1,1,3,TA,6,1,Attchd,2,2009,154000
80,14000,Reg,Inside,ClearCr,1Fam,2Story,7,5,1996,1997,Wd Sdng,PConc,GLQ,1306,2260,2,1,3,Gd,7,0,Attchd,2,2010,328000
59,7837,IR1,Inside,Gilbert,1Fam,2Story,6,7,1993,1994,VinylSd,PConc,Unf,799,1571,2,1,3,TA,7,1,Attchd,2,2009,178000
80,9760,Reg,Inside,NAmes,1Fam,2Story,6,6,1964,1964,HdBoard,CBlock,GLQ,780,1611,1,1,4,TA,7,0,Attchd,2,2008,167900
42,3964,Reg,Inside,MeadowV,TwnhsE,2Story,6,4,1973,1973,CemntBd,CBlock,ALQ,942,2521,2,1,5,TA,10,1,Attchd,2,2006,151400
60,9600,Reg,Inside,NAmes,1Fam,1.5Unf,5,7,1949,2003,MetalSd,CBlock,ALQ,845,893,1,0,2,Gd,4,0,Detchd,2,2007,135000
72,10152,Reg,Inside,NAmes,1Fam,1Story,5,5,1956,1956,MetalSd,CBlock,BLQ,1048,1048,1,0,3,TA,6,0,Attchd,1,2007,135000
78,11700,Reg,Inside,NWAmes,1Fam,2Story,6,6,1968,1968,MetalSd,CBlock,Rec,727,1556,1,1,4,TA,8,0,Attchd,2,2009,154000
50,7585,Reg,Inside,Edwards,1Fam,1.5Fin,5,3,1948,1950,MetalSd,CBlock,Unf,810,1456,1,0,4,TA,7,1,Detchd,1,2006,91500
75,7950,IR1,Corner,Edwards,1Fam,2Story,6,6,1977,1977,HdBoard,CBlock,BLQ,690,1426,1,1,3,TA,6,0,Attchd,2,2009,159500
74,8556,Reg,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,VinylSd,PConc,Unf,1240,1240,2,0,2,Gd,5,0,Attchd,3,2007,194000
75,13125,Reg,Inside,Crawfor,1Fam,2Story,7,6,1940,1984,Wd Sdng,CBlock,BLQ,800,1740,1,1,3,TA,6,2,Attchd,1,2007,219500
60,10800,Reg,Inside,OldTown,1Fam,1.5Fin,5,8,1936,1989,Wd Sdng,CBlock,ALQ,796,1466,2,0,3,Gd,7,1,Attchd,2,2006,170000
,15870,IR1,Corner,NAmes,1Fam,1Story,5,5,1969,1969,VinylSd,CBlock,BLQ,1096,1096,1,0,3,TA,6,0,Attchd,1,2006,138800
37,4435,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,VinylSd,PConc,GLQ,848,848,1,0,1,Gd,3,1,Attchd,2,2006,155900
65,8775,Reg,Inside,CollgCr,1Fam,1Story,5,5,1994,1994,VinylSd,PConc,GLQ,990,990,1,0,3,TA,5,0,Attchd,1,2007,126000
80,11040,Reg,Inside,NWAmes,1Fam,1Story,6,7,1971,2004,VinylSd,CBlock,ALQ,1258,1258,2,0,3,Gd,5,0,Attchd,2,2008,145000
75,7500,Reg,Corner,Sawyer,1Fam,1Story,5,5,1963,1963,HdBoard,CBlock,ALQ,1040,1040,1,1,3,TA,5,0,Attchd,1,2010,133000
70,8749,Reg,Inside,CollgCr,1Fam,1Story,7,5,2002,2002,VinylSd,PConc,Unf,1459,1459,2,0,3,Gd,6,1,Attchd,2,2007,192000
80,8800,Reg,Inside,NAmes,1Fam,1Story,6,6,1964,1964,HdBoard,CBlock,BLQ,1251,1251,1,0,3,TA,6,2,Attchd,1,2006,160000
,13031,IR2,Corner,Gilbert,1Fam,2Story,6,5,1995,1996,HdBoard,PConc,ALQ,691,1498,2,1,3,TA,6,1,Attchd,2,2006,187500
73,9069,Reg,Inside,SawyerW,1Fam,SFoyer,6,6,1992,1992,HdBoard,PConc,GLQ,936,996,1,0,2,Gd,5,0,Attchd,2,2010,147000
,1974,Reg,Inside,MeadowV,TwnhsE,2Story,4,5,1973,1973,CemntBd,CBlock,BLQ,546,1092,1,1,3,TA,6,0,Attchd,1,2010,83500
85,10574,Reg,Inside,Somerst,1Fam,2Story,8,5,2005,2006,VinylSd,PConc,Unf,1082,1953,2,1,3,Gd,9,1,Attchd,3,2009,252000
24,2522,Reg,Inside,Edwards,Twnhs,2Story,7,5,2004,2004,VinylSd,PConc,Unf,970,1709,2,0,3,Gd,7,0,Detchd,2,2006,137500
37,3316,IR1,Inside,Somerst,TwnhsE,1Story,8,5,2005,2005,MetalSd,PConc,GLQ,1247,1247,1,1,1,Gd,4,1,Attchd,2,2006,197000
60,8544,Reg,Corner,NAmes,Duplex,1Story,3,4,1950,1950,BrkFace,Slab,NA,0,1040,2,0,2,TA,6,0,Detchd,2,2009,92900
24,2160,Reg,Inside,Somerst,Twnhs,2Story,7,5,1999,2000,MetalSd,PConc,BLQ,600,1252,2,1,2,Gd,4,0,Detchd,2,2008,160000
60,8400,Reg,Inside,SWISU,1Fam,1.5Fin,6,5,1925,1950,MetalSd,PConc,Rec,1181,1694,2,0,4,TA,7,1,Detchd,2,2008,136500
71,9230,Reg,Corner,NAmes,1Fam,1Story,5,8,1965,1998,MetalSd,CBlock,GLQ,864,1200,1,1,1,Gd,6,0,Detchd,2,2006,146000
74,5868,Reg,Inside,NAmes,1Fam,1Story,5,7,1956,2000,MetalSd,CBlock,BLQ,936,936,1,0,2,TA,4,0,Attchd,1,2010,129000
78,9317,IR1,Inside,CollgCr,1Fam,1Story,6,5,2006,2006,VinylSd,PConc,GLQ,1314,1314,2,0,3,Gd,6,1,Attchd,2,2007,176432
60,6882,Reg,Inside,IDOTRR,1Fam,2Story,6,7,1914,2006,Wd Sdng,PConc,Unf,684,1355,1,1,3,Gd,7,0,NA,0,2007,127000
,3696,Reg,Inside,StoneBr,TwnhsE,1Story,8,5,1986,1986,HdBoard,CBlock,Unf,1074,1088,1,1,2,Gd,5,0,Attchd,2,2007,170000
50,6000,Reg,Inside,BrkSide,1Fam,1.5Fin,4,6,1936,1950,MetalSd,BrkTil,BLQ,672,1324,1,0,3,TA,6,0,Detchd,1,2009,128000
82,11880,IR1,Inside,NWAmes,1Fam,1Story,7,5,1978,1978,Plywood,CBlock,ALQ,1271,1601,2,0,3,TA,7,1,Attchd,2,2009,157000
60,8400,Reg,Inside,SWISU,1Fam,1Story,2,5,1920,1950,Wd Sdng,CBlock,Rec,290,438,1,0,1,Fa,3,0,Detchd,1,2009,60000
61,9758,IR1,Inside,NAmes,1Fam,1Story,5,5,1971,1971,HdBoard,CBlock,BLQ,950,950,1,0,3,TA,5,0,Detchd,1,2007,119500
70,7000,Reg,Inside,NAmes,1Fam,1Story,5,7,1960,2002,Wd Sdng,CBlock,Rec,1010,1134,1,0,2,TA,6,0,Attchd,1,2007,135000
79,8910,Reg,Corner,NAmes,1Fam,1Story,6,6,1959,1959,BrkFace,CBlock,ALQ,655,1194,1,0,3,TA,6,1,BuiltIn,2,2006,159500
24,2016,Reg,Inside,BrDale,TwnhsE,2Story,5,5,1970,1970,HdBoard,CBlock,Unf,630,1302,2,1,3,TA,6,0,Detchd,2,2007,106000
98,12256,IR1,Corner,NoRidge,1Fam,2Story,8,5,1994,1995,HdBoard,PConc,GLQ,1463,2622,2,1,3,Gd,9,2,Attchd,2,2010,325000
114,10357,IR1,Corner,SawyerW,1Fam,1Story,7,5,1990,1991,HdBoard,PConc,GLQ,910,1442,2,0,3,Gd,6,1,Attchd,2,2007,179900
168,23257,IR3,CulDSac,Gilbert,1Fam,2Story,7,5,2006,2006,VinylSd,PConc,Unf,868,2021,2,1,3,Gd,9,1,BuiltIn,2,2006,274725
,8063,Reg,Inside,Gilbert,1Fam,2Story,6,5,2000,2000,VinylSd,PConc,Unf,924,1690,2,1,3,TA,7,1,Attchd,2,2007,181000
107,11362,IR1,Inside,NridgHt,1Fam,1Story,8,5,2004,2005,MetalSd,PConc,GLQ,1836,1836,2,0,3,Gd,7,1,Attchd,3,2009,280000
,8000,Reg,Inside,Gilbert,1Fam,2Story,6,5,1995,1996,HdBoard,PConc,GLQ,773,1658,2,1,3,TA,8,1,Attchd,2,2008,188000
80,10480,Reg,Inside,NWAmes,1Fam,2Story,7,6,1976,1976,Plywood,CBlock,ALQ,803,1964,2,1,4,TA,8,1,Attchd,2,2008,205000
73,7100,IR1,Corner,NAmes,1Fam,1Story,5,7,1957,1957,WdShing,CBlock,GLQ,816,816,1,0,2,TA,5,0,Detchd,1,2006,129900
66,8923,Reg,Inside,NAmes,1Fam,1Story,5,7,1953,2006,Wd Sdng,CBlock,BLQ,1008,1008,1,0,2,Gd,6,0,Attchd,1,2007,134500
90,5400,Reg,Inside,OldTown,1Fam,1Story,5,7,1954,2000,MetalSd,CBlock,Rec,833,833,1,0,2,Gd,4,0,Detchd,1,2006,117000
93,12085,Reg,Inside,NridgHt,1Fam,1Story,8,5,2007,2007,VinylSd,PConc,GLQ,1734,1734,2,0,3,Ex,7,1,Attchd,3,2007,318000
,7750,Reg,Inside,Gilbert,1Fam,SLvl,8,5,2002,2002,VinylSd,PConc,GLQ,408,1419,2,1,3,Gd,7,1,BuiltIn,2,2009,184100
57,9764,IR1,FR2,Sawyer,1Fam,1Story,5,7,1967,2003,VinylSd,CBlock,BLQ,894,894,1,0,3,Gd,5,0,Attchd,2,2008,130000
85,13825,Reg,Inside,Sawyer,1Fam,SLvl,5,6,1958,1987,MetalSd,CBlock,Unf,533,1601,1,0,3,TA,6,0,BuiltIn,1,2008,140000
70,7560,Reg,Inside,NAmes,1Fam,1Story,5,5,1959,1959,BrkFace,CBlock,LwQ,1040,1040,1,0,3,TA,6,0,Attchd,1,2006,133700
59,8263,Reg,Inside,IDOTRR,1Fam,1Story,6,5,1920,1950,BrkFace,BrkTil,Unf,1012,1012,1,0,2,TA,6,1,Detchd,1,2007,118400
84,10084,Reg,Inside,CollgCr,1Fam,1Story,7,5,2005,2006,VinylSd,PConc,GLQ,1552,1552,2,0,3,Gd,7,0,Attchd,3,2006,212900
,8926,IR1,Corner,Edwards,1Fam,1Story,4,3,1956,1956,AsbShng,CBlock,Unf,672,960,1,0,3,TA,5,0,Basment,1,2009,112000
50,9405,Reg,Inside,Edwards,1Fam,1Story,5,9,1947,2008,VinylSd,CBlock,Unf,698,698,1,0,2,TA,4,0,NA,0,2009,118000
,9125,IR1,Inside,Gilbert,1Fam,SLvl,7,5,1992,1992,HdBoard,PConc,Unf,384,1482,2,1,3,Gd,7,1,Attchd,2,2007,163900
60,10434,Reg,Inside,NAmes,1Fam,1Story,4,5,1955,1955,Plywood,CBlock,Unf,1005,1005,1,0,2,Fa,5,1,Detchd,2,2009,115000
53,3684,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2007,2007,VinylSd,PConc,Unf,1373,1555,2,0,2,Gd,7,1,Attchd,3,2009,174000
182,14572,IR3,Corner,Gilbert,1Fam,1Story,7,5,2004,2004,VinylSd,PConc,GLQ,1530,1530,2,0,3,Gd,7,1,Attchd,3,2007,259000
59,11796,IR1,Inside,Gilbert,1Fam,2Story,7,5,2004,2005,VinylSd,PConc,Unf,847,1959,2,1,4,Gd,8,1,BuiltIn,2,2007,215000
60,7200,Reg,Inside,OldTown,Duplex,SFoyer,5,5,1980,1980,MetalSd,CBlock,GLQ,936,936,1,0,2,TA,4,0,Detchd,2,2007,140000
65,7804,Reg,Inside,SWISU,1Fam,1.5Fin,4,3,1928,1950,WdShing,BrkTil,BLQ,1122,1981,2,0,4,Gd,7,2,Detchd,2,2009,135000
63,10712,Reg,Inside,Mitchel,1Fam,1Story,5,5,1991,1992,HdBoard,PConc,BLQ,974,974,1,0,3,TA,5,0,NA,0,2007,93500
90,9900,Reg,Inside,OldTown,1Fam,2Story,6,4,1880,1950,Wd Sdng,BrkTil,Unf,1008,2210,2,0,5,Fa,8,0,Detchd,1,2007,117500
80,9828,IR1,Inside,SawyerW,1Fam,2Story,8,5,1995,1995,VinylSd,PConc,GLQ,1128,2020,2,1,3,Gd,8,1,Attchd,2,2009,239500
57,8773,IR1,Inside,Gilbert,1Fam,2Story,6,5,1997,1997,VinylSd,PConc,Unf,916,1600,2,1,3,TA,7,1,Attchd,2,2007,169000
60,6180,Reg,Corner,BrkSide,1Fam,1Story,6,5,1926,1950,Wd Sdng,BrkTil,Unf,960,986,1,0,2,TA,5,1,Detchd,1,2007,102000
80,9600,Reg,Inside,NAmes,1Fam,1.5Fin,6,5,1950,1950,VinylSd,CBlock,BLQ,1032,1252,1,0,3,TA,6,0,Attchd,1,2008,119000
54,6342,Reg,Inside,Sawyer,1Fam,1.5Fin,5,8,1875,1996,VinylSd,CBlock,Unf,780,1020,1,0,2,TA,6,0,NA,0,2010,94000
,9819,IR1,Inside,Mitchel,1Fam,1Story,6,5,1977,1977,Plywood,PConc,ALQ,1567,1567,2,0,2,Gd,5,2,Attchd,2,2009,196000
98,8731,IR1,Inside,BrkSide,1Fam,1Story,5,5,1920,1950,Stucco,BrkTil,BLQ,915,1167,1,0,3,TA,6,1,Detchd,2,2007,144000
60,7350,Reg,Corner,NAmes,1Fam,1Story,5,7,1951,1951,HdBoard,CBlock,ALQ,952,952,1,0,2,TA,4,0,Detchd,2,2008,139000
,10304,IR1,CulDSac,NWAmes,1Fam,2Story,5,7,1976,1976,Plywood,CBlock,ALQ,780,1868,2,1,4,Gd,9,1,Attchd,2,2009,197500
